d18O (permil),year (AD),d13C (permil),d18O (permil) [2-1],year (AD) [2-1],d13C (permil) [2-1]
NA,NA,NA,-5.8542,1860.83,-1.3577
NA,NA,NA,-5.7576,1860.75,-1.2722
NA,NA,NA,-5.6217,1860.67,-1.3096
NA,NA,NA,-5.6341,1860.58,-1.3695
NA,NA,NA,-5.5713,1860.5,-1.5863
NA,NA,NA,-5.5561,1860.42,-1.3793
NA,NA,NA,-5.5209,1860.33,-1.243
NA,NA,NA,-5.528,1860.25,-1.1676
NA,NA,NA,-5.3487,1860.17,-1.7534
NA,NA,NA,-5.5127,1860.08,-1.4298
NA,NA,NA,-5.7096,1860,-1.2871
NA,NA,NA,-5.6492000000000004,1859.92,-1.1096
NA,NA,NA,-5.4514,1859.83,-0.90623
NA,NA,NA,-5.601,1859.75,-0.95099
NA,NA,NA,-5.6246,1859.67,-1.2013
NA,NA,NA,-5.583,1859.58,-1.3285
NA,NA,NA,-5.6238,1859.5,-1.2366
NA,NA,NA,-5.435,1859.42,-1.2588
NA,NA,NA,-5.425,1859.33,-1.2423
NA,NA,NA,-5.5794,1859.25,-1.147
NA,NA,NA,-5.4763,1859.17,-1.0961
NA,NA,NA,-5.5632,1859.08,-1.2946
NA,NA,NA,-5.4965,1859,-1.0932
NA,NA,NA,-5.5726,1858.92,-1.2705
NA,NA,NA,-5.4877,1858.83,-1.3273
NA,NA,NA,-5.5484,1858.75,-0.99901
NA,NA,NA,-5.4704,1858.67,-1.1799
NA,NA,NA,-5.6544,1858.58,-1.4084
NA,NA,NA,-5.6166,1858.5,-1.3057
NA,NA,NA,-5.6194,1858.42,-1.151
NA,NA,NA,-5.3741,1858.33,-1.0367
NA,NA,NA,-5.3906,1858.25,-1.4799
NA,NA,NA,-5.2861,1858.17,-1.8887
NA,NA,NA,-5.4402,1858.08,-2.2251
NA,NA,NA,-5.3965,1858,-2.2181
NA,NA,NA,-5.5187,1857.92,-1.7282
NA,NA,NA,-5.4732,1857.83,-1.2321
NA,NA,NA,-5.4569,1857.75,-1.2353
NA,NA,NA,-5.5209,1857.67,-1.5329
NA,NA,NA,-5.5306,1857.58,-1.3903
NA,NA,NA,-5.4597,1857.5,-1.4614
NA,NA,NA,-5.5816,1857.42,-1.5142
NA,NA,NA,-5.5997,1857.33,-1.4098
NA,NA,NA,-5.5289,1857.25,-1.376
NA,NA,NA,-5.5171,1857.17,-1.2292
NA,NA,NA,-5.5776,1857.08,-1.3098
NA,NA,NA,-5.6697,1857,-1.3835
NA,NA,NA,-5.9117,1856.92,-1.4565
NA,NA,NA,-5.6348,1856.83,-2.0186
NA,NA,NA,-5.7796,1856.75,-1.5384
NA,NA,NA,-5.7127,1856.67,-1.3024
NA,NA,NA,-5.7004,1856.58,-1.2434
NA,NA,NA,-5.449,1856.5,-0.62464
NA,NA,NA,-5.3382,1856.42,-0.66939
NA,NA,NA,-5.2814,1856.33,-1.0511
NA,NA,NA,-5.2689,1856.25,-1.3942
NA,NA,NA,-5.122,1856.17,-1.3368
NA,NA,NA,-5.2648,1856.08,-1.6643
NA,NA,NA,-5.3003,1856,-1.5834
NA,NA,NA,-5.3133,1855.92,-1.3736
NA,NA,NA,-5.3817,1855.83,-1.2972
NA,NA,NA,-5.4642,1855.75,-1.3254
NA,NA,NA,-5.4513,1855.67,-1.25
NA,NA,NA,-5.417,1855.58,-1.2379
NA,NA,NA,-5.4461,1855.5,-1.4287
NA,NA,NA,-5.4654,1855.42,-1.5146
NA,NA,NA,-5.4299,1855.33,-1.3508
NA,NA,NA,-5.3591,1855.25,-1.0775
NA,NA,NA,-5.2767,1855.17,-0.85184
NA,NA,NA,-5.437,1855.08,-1.1346
NA,NA,NA,-5.369,1855,-1.146
NA,NA,NA,-5.3276,1854.92,-1.4322
NA,NA,NA,-5.5717,1854.83,-1.8461
NA,NA,NA,-5.5184,1854.75,-1.7159
NA,NA,NA,-5.5801,1854.67,-1.4779
NA,NA,NA,-5.7432,1854.58,-1.4991
NA,NA,NA,-5.6135,1854.5,-1.6923
NA,NA,NA,-5.7584,1854.42,-1.4666
NA,NA,NA,-5.6052,1854.33,-1.303
NA,NA,NA,-5.4253,1854.25,-0.98527
NA,NA,NA,-5.4066,1854.17,-1.2111
NA,NA,NA,-5.4221,1854.08,-1.8129
NA,NA,NA,-5.4552,1854,-2.0123
NA,NA,NA,-5.5926,1853.92,-2.1966
NA,NA,NA,-5.7089,1853.83,-1.5715
NA,NA,NA,-5.6771,1853.75,-1.3773
NA,NA,NA,-5.7796,1853.67,-1.4602
NA,NA,NA,-5.7385,1853.58,-1.5618
NA,NA,NA,-5.7018,1853.5,-1.4494
NA,NA,NA,-5.7022,1853.42,-1.1824
NA,NA,NA,-5.5947,1853.33,-1.5228
NA,NA,NA,-5.4607,1853.25,-1.6703
NA,NA,NA,-5.4153,1853.17,-1.6984
NA,NA,NA,-5.3983,1853.08,-1.5197
NA,NA,NA,-5.5702,1853,-1.8751
NA,NA,NA,-5.6466,1852.92,-2.024
NA,NA,NA,-5.7082,1852.83,-1.7676
NA,NA,NA,-5.7381,1852.75,-1.5357
NA,NA,NA,-5.588,1852.67,-1.5986
NA,NA,NA,-5.6772,1852.58,-1.4439
NA,NA,NA,-5.7364,1852.5,-1.2492
NA,NA,NA,-5.6967,1852.42,-1.3273
NA,NA,NA,-5.6593,1852.33,-1.4951
NA,NA,NA,-5.6252,1852.25,-1.4458
NA,NA,NA,-5.4766,1852.17,-1.1863
NA,NA,NA,-5.593,1852.08,-1.3371
NA,NA,NA,-5.5058,1852,-1.59
NA,NA,NA,-5.5535,1851.92,-1.6842
NA,NA,NA,-5.7145,1851.83,-1.8441
NA,NA,NA,-5.7439,1851.75,-1.8721
NA,NA,NA,-5.6533,1851.67,-1.806
NA,NA,NA,-5.6853,1851.58,-1.7732
NA,NA,NA,-5.7188,1851.5,-1.5977
NA,NA,NA,-5.5402,1851.42,-1.3353
NA,NA,NA,-5.4985,1851.33,-1.2752
NA,NA,NA,-5.4345,1851.25,-1.377
NA,NA,NA,-5.2706,1851.17,-1.5022
NA,NA,NA,-5.4469,1851.08,-1.5601
NA,NA,NA,-5.3247,1851,-1.6251
NA,NA,NA,-5.5562,1850.92,-1.4442
NA,NA,NA,-5.6239,1850.83,-1.1133
NA,NA,NA,-5.5709,1850.75,-1.3249
NA,NA,NA,-5.669,1850.67,-1.2845
NA,NA,NA,-5.6978,1850.58,-1.1433
NA,NA,NA,-5.5442,1850.5,-1.2616
NA,NA,NA,-5.5106,1850.42,-1.1508
NA,NA,NA,-5.5531,1850.33,-1.1752
NA,NA,NA,-5.4913,1850.25,-1.1853
NA,NA,NA,-5.4333,1850.17,-1.3408
NA,NA,NA,-5.5782,1850.08,-1.3416
NA,NA,NA,-5.617,1850,-1.7627
NA,NA,NA,-5.6604,1849.92,-1.7803
NA,NA,NA,-5.7217,1849.83,-1.3308
NA,NA,NA,-5.7014,1849.75,-1.2413
NA,NA,NA,-5.6407,1849.67,-1.301
NA,NA,NA,-5.626,1849.58,-1.1746
NA,NA,NA,-5.6559,1849.5,-0.94349
NA,NA,NA,-5.6148,1849.42,-1.0003
NA,NA,NA,-5.4976,1849.33,-1.094
NA,NA,NA,-5.3665,1849.25,-1.1422
NA,NA,NA,-5.3077,1849.17,-1.287
NA,NA,NA,-5.4073,1849.08,-1.5878
NA,NA,NA,-5.5125,1849,-1.9162
NA,NA,NA,-5.6709,1848.92,-1.6299
NA,NA,NA,-5.7929,1848.83,-1.3462
NA,NA,NA,-5.8159,1848.75,-1.3805
NA,NA,NA,-5.7696,1848.67,-1.1421
NA,NA,NA,-5.6079,1848.58,-1.2342
NA,NA,NA,-5.5722,1848.5,-1.0987
NA,NA,NA,-5.5533,1848.42,-0.92215
NA,NA,NA,-5.5333,1848.33,-0.96594
NA,NA,NA,-5.5286,1848.25,-1.1395
NA,NA,NA,-5.3034,1848.17,-1.3285
NA,NA,NA,-5.3964,1848.08,-1.4483
NA,NA,NA,-5.589,1848,-1.5486
NA,NA,NA,-5.6275,1847.92,-1.5204
NA,NA,NA,-5.6198,1847.83,-1.7277
NA,NA,NA,-5.6634,1847.75,-1.5406
NA,NA,NA,-5.6735,1847.67,-1.2264
NA,NA,NA,-5.8027,1847.58,-1.3476
NA,NA,NA,-5.7734,1847.5,-1.4721
NA,NA,NA,-5.69,1847.42,-1.3494
NA,NA,NA,-5.6488,1847.33,-1.3421
NA,NA,NA,-5.608,1847.25,-1.4879
NA,NA,NA,-5.5109,1847.17,-1.5035
NA,NA,NA,-5.6104,1847.08,-1.7326
NA,NA,NA,-5.5579,1847,-1.8104
NA,NA,NA,-5.6499,1846.92,-1.4612
NA,NA,NA,-5.9155,1846.83,-1.5905
NA,NA,NA,-5.9611,1846.75,-1.6257
NA,NA,NA,-5.9829,1846.67,-1.5936
NA,NA,NA,-6.0001,1846.58,-1.2978
NA,NA,NA,-5.782,1846.5,-1.2345
NA,NA,NA,-5.7381,1846.42,-1.2148
NA,NA,NA,-5.6312,1846.33,-1.3866
NA,NA,NA,-5.5423,1846.25,-1.6535
NA,NA,NA,-5.236,1846.17,-1.5261
NA,NA,NA,-5.5032,1846.08,-1.7884
NA,NA,NA,-5.4696,1846,-1.6948
NA,NA,NA,-5.5063,1845.92,-1.8174
NA,NA,NA,-5.6592,1845.83,-1.5498
NA,NA,NA,-5.5464,1845.75,-1.3112
NA,NA,NA,-5.4637,1845.67,-1.3809
NA,NA,NA,-5.5305,1845.58,-1.3041
NA,NA,NA,-5.6791,1845.5,-1.5331
NA,NA,NA,-5.5374,1845.42,-1.3454
NA,NA,NA,-5.4722,1845.33,-1.3688
NA,NA,NA,-5.4375,1845.25,-1.6956
NA,NA,NA,-5.3768,1845.17,-1.6476
NA,NA,NA,-5.4662,1845.08,-1.5157
NA,NA,NA,-5.5973,1845,-1.7185
NA,NA,NA,-5.5266,1844.92,-1.7352
NA,NA,NA,-5.5667,1844.83,-1.4154
NA,NA,NA,-5.6491,1844.75,-1.3713
NA,NA,NA,-5.6491,1844.67,-1.4106
NA,NA,NA,-5.4632,1844.58,-1.2965
NA,NA,NA,-5.5802,1844.5,-1.3333
NA,NA,NA,-5.5861,1844.42,-1.1975
NA,NA,NA,-5.2871,1844.33,-1.3974
NA,NA,NA,-5.3898,1844.25,-1.425
NA,NA,NA,-5.2887,1844.17,-1.3228
NA,NA,NA,-5.4631,1844.08,-1.6069
NA,NA,NA,-5.3548,1844,-1.7282
NA,NA,NA,-5.5001,1843.92,-1.6441
NA,NA,NA,-5.6225,1843.83,-1.3776
NA,NA,NA,-5.5245,1843.75,-1.2135
NA,NA,NA,-5.5928,1843.67,-1.365
NA,NA,NA,-5.6384,1843.58,-1.422
NA,NA,NA,-5.7476,1843.5,-1.4412
NA,NA,NA,-5.7068,1843.42,-1.4491
NA,NA,NA,-5.597,1843.33,-1.4487
NA,NA,NA,-5.527,1843.25,-1.3831
NA,NA,NA,-5.1507,1843.17,-1.0564
NA,NA,NA,-5.3761,1843.08,-1.0946
NA,NA,NA,-5.2078,1843,-1.6937
NA,NA,NA,-5.4119,1842.92,-2.1948
NA,NA,NA,-5.4951,1842.83,-2.2971
NA,NA,NA,-5.653,1842.75,-1.7113
NA,NA,NA,-5.609,1842.67,-1.514
NA,NA,NA,-5.6047,1842.58,-1.6748
NA,NA,NA,-5.6718,1842.5,-1.4117
NA,NA,NA,-5.7055,1842.42,-1.4963
NA,NA,NA,-5.5859,1842.33,-0.91868
NA,NA,NA,-5.535,1842.25,-0.83131
NA,NA,NA,-5.1845,1842.17,-0.75055
NA,NA,NA,-5.3938,1842.08,-0.74477
NA,NA,NA,-5.3475,1842,-1.1696
NA,NA,NA,-5.3638,1841.92,-1.1296
NA,NA,NA,-5.4474,1841.83,-0.95718
NA,NA,NA,-5.5464,1841.75,-0.97786
NA,NA,NA,-5.6249,1841.67,-0.81392
NA,NA,NA,-5.3657,1841.58,-0.87978
NA,NA,NA,-5.1368,1841.5,-0.68185
NA,NA,NA,-5.0989,1841.42,-0.9406
NA,NA,NA,-5.1625,1841.33,-1.5524
NA,NA,NA,-5.2347,1841.25,-1.8663
NA,NA,NA,-5.2876,1841.17,-2.0618
NA,NA,NA,-5.3645,1841.08,-1.9909
NA,NA,NA,-5.306,1841,-1.8413
NA,NA,NA,-5.354,1840.92,-1.7192
NA,NA,NA,-5.5178,1840.83,-1.5882
NA,NA,NA,-5.5422,1840.75,-1.3393
NA,NA,NA,-5.5106,1840.67,-1.3665
NA,NA,NA,-5.4652,1840.58,-1.4206
NA,NA,NA,-5.4173,1840.5,-1.3043
NA,NA,NA,-5.4297,1840.42,-1.4543
NA,NA,NA,-5.4289,1840.33,-1.4862
NA,NA,NA,-5.3752,1840.25,-1.3908
NA,NA,NA,-5.2751,1840.17,-1.5546
NA,NA,NA,-5.3449,1840.08,-1.8214
NA,NA,NA,-5.3134,1840,-1.9059
NA,NA,NA,-5.4422,1839.92,-1.6049
NA,NA,NA,-5.6582,1839.83,-1.7372
NA,NA,NA,-5.666,1839.75,-1.8021
NA,NA,NA,-5.6244,1839.67,-1.6786
NA,NA,NA,-5.6001,1839.58,-1.5809
NA,NA,NA,-5.4704,1839.5,-1.4888
NA,NA,NA,-5.4012,1839.42,-1.783
NA,NA,NA,-5.4333,1839.33,-2.205
NA,NA,NA,-5.3652,1839.25,-1.9951
NA,NA,NA,-5.2417,1839.17,-1.9891
NA,NA,NA,-5.6719,1839.08,-2.0768
NA,NA,NA,-5.5823,1839,-1.9916
NA,NA,NA,-5.404,1838.92,-1.7712
NA,NA,NA,-5.3661,1838.83,-1.5387
NA,NA,NA,-5.3987,1838.75,-1.4862
NA,NA,NA,-5.4551,1838.67,-1.557
NA,NA,NA,-5.4423,1838.58,-1.5724
NA,NA,NA,-5.3514,1838.5,-1.4564
NA,NA,NA,-5.3211,1838.42,-1.344
NA,NA,NA,-5.3307,1838.33,-1.3442
NA,NA,NA,-5.3418,1838.25,-1.4263
NA,NA,NA,-5.3335,1838.17,-1.4752
NA,NA,NA,-5.3601,1838.08,-1.6748
NA,NA,NA,-5.3309,1838,-1.6988
NA,NA,NA,-5.3792,1837.92,-1.9454
NA,NA,NA,-5.5297,1837.83,-2.077
NA,NA,NA,-5.5291,1837.75,-1.8155
NA,NA,NA,-5.3173,1837.67,-1.5736
NA,NA,NA,-5.4435,1837.58,-1.4693
NA,NA,NA,-5.2452,1837.5,-1.3377
NA,NA,NA,-5.095,1837.42,-1.3014
NA,NA,NA,-5.1623,1837.33,-1.5693
NA,NA,NA,-5.1716,1837.25,-1.9854
NA,NA,NA,-5.1186,1837.17,-1.9867
NA,NA,NA,-5.2284,1837.08,-2.238
NA,NA,NA,-5.3265,1837,-1.946
NA,NA,NA,-5.4596,1836.92,-1.6225
NA,NA,NA,-5.6225,1836.83,-1.6046
NA,NA,NA,-5.6158,1836.75,-1.5488
NA,NA,NA,-5.4803,1836.67,-1.3808
NA,NA,NA,-5.4562,1836.58,-1.3729
NA,NA,NA,-5.4347,1836.5,-1.4348
NA,NA,NA,-5.3666,1836.42,-1.468
NA,NA,NA,-5.3291,1836.33,-1.468
NA,NA,NA,-5.3036,1836.25,-1.4585
NA,NA,NA,-5.2455,1836.17,-1.4693
NA,NA,NA,-5.3613,1836.08,-1.6635
NA,NA,NA,-5.4172,1836,-1.7093
NA,NA,NA,-5.4882,1835.92,-1.7943
NA,NA,NA,-5.6895,1835.83,-1.8153
NA,NA,NA,-5.7727,1835.75,-1.6006
NA,NA,NA,-5.4933,1835.67,-1.3377
NA,NA,NA,-5.5068,1835.58,-1.3897
NA,NA,NA,-5.6405,1835.5,-1.4181
NA,NA,NA,-5.4559,1835.42,-1.1437
NA,NA,NA,-5.3065,1835.33,-0.96983
NA,NA,NA,-5.4429,1835.25,-1.1625
NA,NA,NA,-5.1545,1835.17,-1.2199
NA,NA,NA,-5.3366,1835.08,-1.579
NA,NA,NA,-5.2409,1835,-1.474
NA,NA,NA,-5.3426,1834.92,-1.5288
NA,NA,NA,-5.4943,1834.83,-1.4536
NA,NA,NA,-5.4868,1834.75,-1.197
NA,NA,NA,-5.4744,1834.67,-1.2819
NA,NA,NA,-5.3623,1834.58,-1.162
NA,NA,NA,-5.3761,1834.5,-1.2435
NA,NA,NA,-5.3242,1834.42,-1.3674
NA,NA,NA,-5.2794,1834.33,-1.4404
NA,NA,NA,-5.3644,1834.25,-1.5725
NA,NA,NA,-5.2515,1834.17,-1.67
NA,NA,NA,-5.4137,1834.08,-2.1307
NA,NA,NA,-5.4396,1834,-1.8407
NA,NA,NA,-5.5224,1833.92,-1.5821
NA,NA,NA,-5.5899,1833.83,-1.5954
NA,NA,NA,-5.3733,1833.75,-1.4695
NA,NA,NA,-5.3633,1833.67,-1.4328
NA,NA,NA,-5.4939,1833.58,-1.4579
NA,NA,NA,-5.4322,1833.5,-1.4124
NA,NA,NA,-5.2614,1833.42,-1.3986
NA,NA,NA,-5.3027,1833.33,-1.3736
NA,NA,NA,-5.4193,1833.25,-1.3785
NA,NA,NA,-5.1384,1833.17,-1.538
NA,NA,NA,-5.2137,1833.08,-1.9481
NA,NA,NA,-5.3814,1833,-2.1536
NA,NA,NA,-5.493,1832.92,-1.8374
NA,NA,NA,-5.4855,1832.83,-1.3429
NA,NA,NA,-5.455,1832.75,-1.2312
NA,NA,NA,-5.3988,1832.67,-1.5452
NA,NA,NA,-5.5024,1832.58,-1.7691
NA,NA,NA,-5.6155,1832.5,-1.7738
NA,NA,NA,-5.4768,1832.42,-1.5619
NA,NA,NA,-5.3884,1832.33,-1.1824
NA,NA,NA,-5.2876,1832.25,-1.4185
NA,NA,NA,-5.246,1832.17,-1.5917
NA,NA,NA,-5.4863,1832.08,-1.7459
NA,NA,NA,-5.4968,1832,-1.494
NA,NA,NA,-5.4767,1831.92,-1.5898
NA,NA,NA,-5.5605,1831.83,-1.7715
NA,NA,NA,-5.6673,1831.75,-1.5594
NA,NA,NA,-5.6326,1831.67,-1.2395
NA,NA,NA,-5.571,1831.58,-1.1839
NA,NA,NA,-5.5578,1831.5,-1.491
NA,NA,NA,-5.4496,1831.42,-1.6061
NA,NA,NA,-5.3628,1831.33,-1.4347
NA,NA,NA,-5.4196,1831.25,-1.336
NA,NA,NA,-5.3867,1831.17,-1.5176
NA,NA,NA,-5.5873,1831.08,-1.7244
NA,NA,NA,-5.5939,1831,-1.5988
NA,NA,NA,-5.6829,1830.92,-1.4739
NA,NA,NA,-5.8058,1830.83,-1.443
NA,NA,NA,-5.8087,1830.75,-1.3637
NA,NA,NA,-5.718,1830.67,-1.2011
NA,NA,NA,-5.5643,1830.58,-1.1564
NA,NA,NA,-5.4027,1830.5,-0.9795
NA,NA,NA,-5.4344,1830.42,-1.2203
NA,NA,NA,-5.4984,1830.33,-1.5361
NA,NA,NA,-5.4033,1830.25,-1.4383
NA,NA,NA,-5.3583,1830.17,-1.6075
NA,NA,NA,-5.4853,1830.08,-1.7102
NA,NA,NA,-5.4162,1830,-1.6097
NA,NA,NA,-5.3706,1829.92,-1.4576
NA,NA,NA,-5.4826,1829.83,-1.3698
NA,NA,NA,-5.5561,1829.75,-1.3231
NA,NA,NA,-5.5392,1829.67,-1.3249
NA,NA,NA,-5.5713,1829.58,-1.398
NA,NA,NA,-5.6471,1829.5,-1.3749
NA,NA,NA,-5.6869,1829.42,-1.2539
NA,NA,NA,-5.6117,1829.33,-1.1995
NA,NA,NA,-5.486,1829.25,-1.1841
NA,NA,NA,-5.4107,1829.17,-1.1297
NA,NA,NA,-5.5325,1829.08,-1.4332
NA,NA,NA,-5.4321,1829,-1.3621
NA,NA,NA,-5.4126,1828.92,-1.4653
NA,NA,NA,-5.4473,1828.83,-1.3042
NA,NA,NA,-5.6607,1828.75,-1.1631
NA,NA,NA,-5.7101,1828.67,-1.0494
NA,NA,NA,-5.6886,1828.58,-0.88781
NA,NA,NA,-5.6672,1828.5,-0.90923
NA,NA,NA,-5.5481,1828.42,-1.1175
NA,NA,NA,-5.6288,1828.33,-1.2674
NA,NA,NA,-5.438,1828.25,-1.0333
NA,NA,NA,-5.3843,1828.17,-0.9757
NA,NA,NA,-5.4501,1828.08,-1.4488
NA,NA,NA,-5.4524,1828,-1.4699
NA,NA,NA,-5.4761,1827.92,-1.3384
NA,NA,NA,-5.6457,1827.83,-1.3465
NA,NA,NA,-5.698,1827.75,-1.386
NA,NA,NA,-5.6404,1827.67,-1.0404
NA,NA,NA,-5.591,1827.58,-1.0667
NA,NA,NA,-5.6035,1827.5,-1.1522
NA,NA,NA,-5.554,1827.42,-1.1804
NA,NA,NA,-5.3184,1827.33,-1.403
NA,NA,NA,-5.3472,1827.25,-1.6276
NA,NA,NA,-5.248,1827.17,-1.3017
NA,NA,NA,-5.3643,1827.08,-1.5082
NA,NA,NA,-5.3455,1827,-1.46
NA,NA,NA,-5.4967,1826.92,-1.1766
NA,NA,NA,-5.6632,1826.83,-1.0489
NA,NA,NA,-5.8025,1826.75,-1.2862
NA,NA,NA,-5.9917,1826.67,-1.4347
NA,NA,NA,-5.6899,1826.58,-1.1807
NA,NA,NA,-5.7184,1826.5,-1.1837
NA,NA,NA,-5.6749,1826.42,-1.0215
NA,NA,NA,-5.5365,1826.33,-0.90866
NA,NA,NA,-5.5984,1826.25,-1.1981
NA,NA,NA,-5.4231,1826.17,-1.1355
NA,NA,NA,-5.5877,1826.08,-1.1117
NA,NA,NA,-5.5004,1826,-1.2394
NA,NA,NA,-5.5707,1825.92,-1.492
NA,NA,NA,-5.7692,1825.83,-1.6351
NA,NA,NA,-5.6244,1825.75,-1.3475
NA,NA,NA,-5.5151,1825.67,-1.1682
NA,NA,NA,-5.5464,1825.58,-1.2161
NA,NA,NA,-5.5678,1825.5,-1.2911
NA,NA,NA,-5.5469,1825.42,-1.3445
NA,NA,NA,-5.4888,1825.33,-1.3301
NA,NA,NA,-5.3968,1825.25,-1.238
NA,NA,NA,-5.2694,1825.17,-1.0843
NA,NA,NA,-5.2914,1825.08,-1.1404
NA,NA,NA,-5.3805,1825,-1.271
NA,NA,NA,-5.2752,1824.92,-1.2882
NA,NA,NA,-5.3596,1824.83,-1.5209
NA,NA,NA,-5.4269,1824.75,-1.1615
NA,NA,NA,-5.4444,1824.67,-1.2751
NA,NA,NA,-5.3532,1824.58,-1.2633
NA,NA,NA,-5.4014,1824.5,-1.2964
NA,NA,NA,-5.5412,1824.42,-1.3236
NA,NA,NA,-5.4761,1824.33,-1.1753
NA,NA,NA,-5.3656,1824.25,-1.1863
NA,NA,NA,-5.2573,1824.17,-1.3415
NA,NA,NA,-5.2465,1824.08,-1.257
NA,NA,NA,-5.3121,1824,-1.5017
NA,NA,NA,-5.487,1823.92,-1.6428
NA,NA,NA,-5.5537,1823.83,-1.3016
NA,NA,NA,-5.6116,1823.75,-1.2021
NA,NA,NA,-5.5339,1823.67,-1.1382
NA,NA,NA,-5.5046,1823.58,-1.1217
NA,NA,NA,-5.5684,1823.5,-1.25
NA,NA,NA,-5.4426,1823.42,-1.0783
NA,NA,NA,-5.3521,1823.33,-1.0779
NA,NA,NA,-5.2675,1823.25,-1.3504
NA,NA,NA,-5.202,1823.17,-1.2771
NA,NA,NA,-5.2165,1823.08,-1.6801
NA,NA,NA,-5.3925,1823,-1.5179
NA,NA,NA,-5.4279,1822.92,-1.5134
NA,NA,NA,-5.5137,1822.83,-1.6726
NA,NA,NA,-5.6864,1822.75,-1.6393
NA,NA,NA,-5.6096,1822.67,-1.3992
NA,NA,NA,-5.5541,1822.58,-1.1561
NA,NA,NA,-5.59,1822.5,-1.006
NA,NA,NA,-5.6262,1822.42,-0.97974000000000006
NA,NA,NA,-5.6298,1822.33,-1.1142
NA,NA,NA,-5.5578,1822.25,-1.2772
NA,NA,NA,-5.2529,1822.17,-1.0921
NA,NA,NA,-5.2793,1822.08,-1.1209
NA,NA,NA,-5.3551,1822,-1.2634
NA,NA,NA,-5.3981,1821.92,-1.3792
NA,NA,NA,-5.4928,1821.83,-1.2886
NA,NA,NA,-5.4997,1821.75,-1.0861
NA,NA,NA,-5.6881,1821.67,-1.1355
NA,NA,NA,-5.492,1821.58,-0.95012
NA,NA,NA,-5.4839,1821.5,-1.1636
NA,NA,NA,-5.3162,1821.42,-1.1582
NA,NA,NA,-5.3707,1821.33,-0.93815
NA,NA,NA,-5.2858,1821.25,-1.195
NA,NA,NA,-5.2484,1821.17,-1.3573
NA,NA,NA,-5.2843,1821.08,-1.3214
NA,NA,NA,-5.3345,1821,-1.4058
NA,NA,NA,-5.4461,1820.92,-1.4431
NA,NA,NA,-5.4108,1820.83,-1.3337
NA,NA,NA,-5.506,1820.75,-1.119
NA,NA,NA,-5.5614,1820.67,-1.2476
NA,NA,NA,-5.6349,1820.58,-1.0312
NA,NA,NA,-5.5771,1820.5,-0.96923
NA,NA,NA,-5.581,1820.42,-1.2787
NA,NA,NA,-5.4169,1820.33,-0.95283
NA,NA,NA,-5.4273,1820.25,-1.3833
NA,NA,NA,-5.2548,1820.17,-1.5339
NA,NA,NA,-5.3936,1820.08,-1.2292
NA,NA,NA,-5.4481,1820,-1.3014
NA,NA,NA,-5.5947,1819.92,-1.3491
NA,NA,NA,-5.4891,1819.83,-1.1929
NA,NA,NA,-5.521,1819.75,-1.3905
NA,NA,NA,-5.6609,1819.67,-1.524
NA,NA,NA,-5.4701,1819.58,-1.2161
NA,NA,NA,-5.5218,1819.5,-1.2283
NA,NA,NA,-5.534,1819.42,-1.5514
NA,NA,NA,-5.5565,1819.33,-1.3457
NA,NA,NA,-5.7774,1819.25,-1.0622
NA,NA,NA,-5.3775,1819.17,-1.0441
NA,NA,NA,-5.5554,1819.08,-1.3256
NA,NA,NA,-5.4415,1819,-1.0264
NA,NA,NA,-5.3391,1818.92,-1.1128
NA,NA,NA,-5.3253,1818.83,-1.3092
NA,NA,NA,-5.3491,1818.75,-1.6509
NA,NA,NA,-5.3391,1818.67,-1.7685
NA,NA,NA,-5.5036,1818.58,-1.5703
NA,NA,NA,-5.4293,1818.5,-1.1731
NA,NA,NA,-5.3368,1818.42,-1.4241
NA,NA,NA,-5.288,1818.33,-1.0378
NA,NA,NA,-5.0992,1818.25,-1.1472
NA,NA,NA,-4.9848,1818.17,-1.1426
NA,NA,NA,-5.2433,1818.08,-1.7897
NA,NA,NA,-5.1109,1818,-1.8441
NA,NA,NA,-5.0348,1817.92,-1.7456
NA,NA,NA,-5.2678,1817.83,-1.7812
NA,NA,NA,-5.316,1817.75,-1.645
NA,NA,NA,-5.2134,1817.67,-1.3195
NA,NA,NA,-5.4698,1817.58,-1.154
NA,NA,NA,-5.6624,1817.5,-1.2161
NA,NA,NA,-5.6026,1817.42,-1.3696
NA,NA,NA,-5.5152,1817.33,-1.3973
NA,NA,NA,-5.3786,1817.25,-1.2727
NA,NA,NA,-5.1048,1817.17,-1.0182
NA,NA,NA,-5.2812,1817.08,-1.4339
NA,NA,NA,-5.168,1817,-1.3994
NA,NA,NA,-5.1914,1816.92,-1.6171
NA,NA,NA,-5.3823,1816.83,-1.954
NA,NA,NA,-5.3658,1816.75,-1.5248
NA,NA,NA,-5.4786,1816.67,-1.3599
NA,NA,NA,-5.5509,1816.58,-1.4019
NA,NA,NA,-5.4194,1816.5,-1.252
NA,NA,NA,-5.4734,1816.42,-1.3561
NA,NA,NA,-5.5091,1816.33,-1.307
NA,NA,NA,-5.4158,1816.25,-1.0596
NA,NA,NA,-5.2527,1816.17,-0.96414
NA,NA,NA,-5.223,1816.08,-1.0986
NA,NA,NA,-5.3085,1816,-1.0785
NA,NA,NA,-5.371,1815.92,-1.3701
NA,NA,NA,-5.4425,1815.83,-1.559
NA,NA,NA,-5.5156,1815.75,-1.328
NA,NA,NA,-5.5032,1815.67,-1.1919
