d18O (permil),year (AD),depth (cm)
35.62980467,1998.5,NA
33.91701236,1998,NA
38.40165713,1994.5,NA
34.59298527,1990.5,NA
38.38363027,1988,NA
39.10760615,1986.5,NA
38.11944934,1982.5,NA
35.47887657,1954.5,NA
37.29129489,1922.5,NA
35.7796096,1921,NA
39.48011673,1914.5,NA
36.92621401,1911,NA
40.16797951,1906.5,NA
36.72964066,1902.5,NA
28.59504643,1891,NA
33.27664542,1861,NA
37.13700433,1841,NA
23.62219818,1831,NA
35.15582888,1821,NA
36.77038467,1811,NA
35.41475803,1801,NA
38.76117767,1791,NA
34.69910446,1781,NA
41.54040642,1771,NA
35.94655086,1701,NA
38.88593177,1691,NA
38.99167749,1681,NA
39.04801719,1671,NA
38.10845276,1661,NA
32.37039391,1651,NA
34.55945034,1641,NA
37.40224376,1631,NA
33.93846758,1611,NA
40.2250333,1601,NA
38.87901015,1591,NA
33.10426733,1580,NA
35.80201734,1571,NA
37.14218799,1551,NA
39.39111615,1541,NA
36.65637434,1531,NA
33.75925046,1521,NA
33.16002415,1510,NA
37.56437849,1501,NA
37.094827,1491,NA
31.23848306,1481,NA
32.31978605,1471,NA
37.87033937,1461,NA
38.30927917,1451,NA
34.32293378,1441,NA
38.33863836,1431,NA
37.99338931,1411,NA
35.03762115,1401,NA
33.19276689,1391,NA
35.37516668,1381,NA
38.98220327,1371,NA
33.92152599,1361,NA
36.23662146,1351,NA
34.65818109,1331,NA
37.23211843,1321,NA
35.80684728,1311,NA
34.48789779,1291,NA
31.71208849,1281,NA
35.40000067,1271,NA
36.92943294,1261,NA
35.60525792,1251,NA
36.33189188,1241,NA
37.13959776,1231,NA
35.39435535,1221,NA
35.9052077,1211,NA
36.31479967,1201,NA
40.75687372,1191,NA
35.38072274,1171,NA
33.08198482,1161,NA
33.80717086,1151,NA
37.2811428,1141,NA
35.06834797,1131,NA
29.57138945,1121,NA
38.73543863,1113,NA
31.63544309,1101,NA
35.68228113,1091,NA
32.27102741,1082,NA
33.19663514,1071,NA
26.74830988,1061,NA
28.60810406,1051,NA
27.6867197,1041,NA
29.15872541,1021,NA
31.08794165,1011,NA
32.52211991,1001,NA
35.49595051,991,NA
29.90817954,981,NA
34.53179984,971,NA
28.3295711,961,NA
27.36627461,952,NA
31.8939185,921,NA
34.57428846,911,NA
33.596469,901,NA
34.67280745,891,NA
36.3569147,881,NA
40.09311344,871,NA
37.27357476,861,NA
34.94527412,851,NA
34.77799051,841,NA
38.35790109,831,NA
32.20517113,821,NA
33.2986361,811,NA
34.3528354,801,NA
26.9551988,791,NA
24.55242259,781,NA
28.02605268,761,NA
22.61855526,751,NA
23.25554451,731,NA
23.28202711,711,NA
19.21115728,691,NA
21.19682047,651,NA
23.75084491,641,NA
22.67315929,631,NA
20.56710045,621,NA
29.95706041,561,NA
27.34490282,551,NA
29.90200045,541,NA
26.80928618,531,NA
19.62123198,521,NA
18.60663728,501,NA
23.60056285,461,NA
39.41989644,411,NA
36.24558983,401,NA
32.33695035,391,NA
32.96911849,371,NA
29.3117514,361,NA
23.1863417,341,NA
24.88188695,331,NA
29.3177158,321,NA
32.70773007,301,NA
28.15882686,291,NA
