d18O (permil),year (AD),depth (m)
-16.13675983,1860,NA
-16.25075637,1859,NA
-15.39944153,1858,NA
-15.9450731,1857,NA
-15.62584245,1856,NA
-16.28098598,1855,NA
-15.99444435,1854,NA
-15.6214113,1853,NA
-15.6615401,1852,NA
-16.06558848,1851,NA
-15.57776354,1850,NA
-15.4103187,1849,NA
-15.57332861,1848,NA
-15.29138107,1847,NA
-14.83872931,1846,NA
-15.14157331,1845,NA
-14.9284883,1844,NA
-14.60298699,1843,NA
-14.6238825,1842,NA
-15.27773268,1841,NA
-15.53788213,1840,NA
-15.10534312,1839,NA
-14.53103172,1838,NA
-14.61785453,1837,NA
-15.24694928,1836,NA
-13.94022533,1835,NA
-12.14427262,1834,NA
-14.3880098,1833,NA
-15.69278716,1832,NA
-15.86888627,1831,NA
-15.39910435,1830,NA
-14.97635289,1829,NA
-14.5253204,1828,NA
-14.68210742,1827,NA
-15.57933333,1826,NA
-15.55125,1825,NA
-13.52975,1824,NA
-14.65325,1823,NA
-16.3815,1822,NA
-17.13769693,1821,NA
-14.15310704,1820,NA
-15.44289308,1819,NA
-15.71035227,1818,NA
-18.22205253,1817,NA
-18.29099005,1816,NA
-17.87265793,1815,NA
-17.68224934,1814,NA
-17.59894057,1813,NA
-15.38982038,1812,NA
-14.47943805,1811,NA
-15.66438495,1810,NA
-16.79449985,1809,NA
-17.24804897,1808,NA
-17.24996457,1807,NA
-17.21436522,1806,NA
-17.7928176,1805,NA
-17.92740389,1804,NA
-17.8830603,1803,NA
-17.82291818,1802,NA
-17.23408349,1801,NA
-17.14821978,1800,NA
-17.86845379,1799,NA
-17.957784,1798,NA
-17.74522445,1797,NA
-17.50138527,1796,NA
-18.01047443,1795,NA
-18.16395719,1794,NA
-18.96671439,1793,NA
-19.38767756,1792,NA
-19.42839157,1791,NA
-18.65607196,1790,NA
-17.27911968,1789,NA
-17.51568897,1788,NA
-17.10034845,1787,NA
-17.2882506,1786,NA
-15.04145265,1785,NA
-13.64569667,1784,NA
-15.35847009,1783,NA
-17.16651648,1782,NA
-17.36160744,1781,NA
-17.74563233,1780,NA
-17.47959844,1779,NA
-16.66203994,1778,NA
-18.98110761,1777,NA
-18.36590458,1776,NA
-16.34151748,1775,NA
-16.12812879,1774,NA
-15.33468244,1773,NA
-17.09343147,1772,NA
-17.39520321,1771,NA
-17.2868825,1770,NA
-16.3179598,1769,NA
-15.52594973,1768,NA
-13.89018867,1767,NA
-15.60221663,1766,NA
-16.76640264,1765,NA
-15.8600432,1764,NA
-15.17232859,1763,NA
-15.36641719,1762,NA
-16.12465511,1761,NA
-18.40637285,1760,NA
-19.06724409,1759,NA
-16.09816623,1758,NA
-13.73080718,1757,NA
-13.74659433,1756,NA
-12.49061768,1755,NA
-11.41236565,1754,NA
-14.2151243,1753,NA
-13.85398298,1752,NA
-13.80221831,1751,NA
-12.29194321,1750,NA
-12.43534952,1749,NA
-15.85049248,1748,NA
-18.17189759,1747,NA
-16.74472698,1746,NA
-14.67695165,1745,NA
-13.13810669,1744,NA
-12.23794751,1743,NA
-15.35066548,1742,NA
-19.9697549,1741,NA
-20.51843324,1740,NA
-19.68011233,1739,NA
-17.15705758,1738,NA
-13.60710071,1737,NA
-12.66536644,1736,NA
-14.15721226,1735,NA
-14.38982641,1734,NA
-15.84314606,1733,NA
-16.54427126,1732,NA
-14.65310055,1731,NA
-13.45311009,1730,NA
-12.88692496,1729,NA
-11.5655,1728,NA
-12.03170541,1727,NA
-13.73781157,1726,NA
-14.83437781,1725,NA
-14.541104,1724,NA
-13.71446822,1723,NA
-16.57495128,1722,NA
-18.23938901,1721,NA
-15.72687192,1720,NA
-15.71139933,1719,NA
-14.96214797,1718,NA
-15.46793043,1717,NA
-14.27154868,1716,NA
-12.25823813,1715,NA
-13.334702,1714,NA
-12.07924265,1713,NA
-17.08501661,1712,NA
-14.73674433,1711,NA
-13.30228709,1710,NA
-15.45784489,1709,NA
-14.96623425,1708,NA
-15.80333278,1707,NA
-14.07053155,1706,NA
-14.68399375,1705,NA
-14.70992358,1704,NA
-14.2699425,1703,NA
-11.70768048,1702,NA
-12.47827009,1701,NA
-11.64262662,1700,NA
-12.08321226,1699,NA
-9.318494821,1698,NA
-9.439566317,1697,NA
-11.64952772,1696,NA
-11.06723038,1695,NA
-10.43190063,1694,NA
-8.679047698,1693,NA
-9.663131802,1692,NA
-11.34661892,1691,NA
-12.62442352,1690,NA
-9.971852677,1689,NA
-11.32562274,1688,NA
-10.68183359,1687,NA
-8.945790796,1686,NA
-6.669507054,1685,NA
-8.15501455,1684,NA
-9.576296332,1683,NA
-13.21967315,1682,NA
-12.86940465,1681,NA
-9.371165723,1680,NA
-10.11593747,1679,NA
-10.50031466,1678,NA
-11.50480126,1677,NA
-10.86927686,1676,NA
-10.09601355,1675,NA
-11.2626319,1674,NA
-10.59624414,1673,NA
-9.381604933,1672,NA
-12.25806114,1671,NA
-13.07453818,1670,NA
-11.98620034,1669,NA
-10.25824122,1668,NA
-11.48346875,1667,NA
-10.78728525,1666,NA
-10.3712613,1665,NA
-9.998969182,1664,NA
-9.394359515,1663,NA
-9.913120451,1662,NA
-10.6048006,1661,NA
-10.42110633,1660,NA
-10.14951414,1659,NA
-9.917684845,1658,NA
-10.91666519,1657,NA
-10.73757938,1656,NA
-13.20379149,1655,NA
-11.96893612,1654,NA
-9.856825347,1653,NA
-9.833969015,1652,NA
-11.60939796,1651,NA
-11.97688673,1650,NA
-11.70630854,1649,NA
-11.87157379,1648,NA
-10.29483402,1647,NA
-10.78825431,1646,NA
-11.00612641,1645,NA
-9.279883555,1644,NA
-12.06146669,1643,NA
-11.73769847,1642,NA
-11.09447937,1641,NA
-11.19243707,1640,NA
-14.92356113,1639,NA
-15.92630847,1638,NA
-16.7034824,1637,NA
-15.93832251,1636,NA
-18.71192245,1635,NA
-18.98487143,1634,NA
-19.37580832,1633,NA
-18.53972644,1632,NA
-17.8469518,1631,NA
-17.78196691,1630,NA
-17.42165081,1629,NA
-15.83887614,1628,NA
-13.04542116,1627,NA
-11.28010174,1626,NA
-9.657455134,1625,NA
-9.473730503,1624,NA
-9.114571743,1623,NA
-8.886852712,1622,NA
-8.422471634,1621,NA
-8.550294989,1620,NA
-8.713024076,1619,NA
-8.85056423,1618,NA
-8.379608677,1617,NA
-8.28461037,1616,NA
-9.44433934,1615,NA
-8.806748685,1614,NA
-7.002890265,1613,NA
-6.371068052,1612,NA
-6.130495035,1611,NA
-4.554104047,1610,NA
-4.123010752,1609,NA
-6.973357615,1608,NA
-9.238886942,1607,NA
-9.553686171,1606,NA
-10.11276298,1605,NA
-11.46756193,1604,NA
-12.20457323,1603,NA
-14.33159633,1602,NA
-13.40701541,1601,NA
-12.84107788,1600,NA
-12.2799993,1599,NA
-11.80419207,1598,NA
-11.55953529,1597,NA
-11.30597683,1596,NA
-11.80501169,1595,NA
-11.09325375,1594,NA
-10.84825023,1593,NA
-12.79646921,1592,NA
-12.28507568,1591,NA
-13.10687296,1590,NA
-13.46967184,1589,NA
-12.57849983,1588,NA
-13.47748392,1587,NA
-12.53336572,1586,NA
-13.82201946,1585,NA
-14.04981063,1584,NA
-13.86291657,1583,NA
-14.5051173,1582,NA
-14.901763710000001,1581,NA
-14.70751781,1580,NA
-14.66333721,1579,NA
-17.52695499,1578,NA
-16.8547175,1577,NA
-13.99251953,1576,NA
-12.72483286,1575,NA
-17.09548579,1574,NA
-17.36155045,1573,NA
-16.49985519,1572,NA
-12.76547352,1571,NA
-12.50155495,1570,NA
-13.88511043,1569,NA
-12.70142179,1568,NA
-11.57174873,1567,NA
-11.60945804,1566,NA
-9.92708802,1565,NA
-9.010645416,1564,NA
-14.98744517,1563,NA
-15.26277819,1562,NA
-15.04720563,1561,NA
-14.8343893,1560,NA
-14.5955271,1559,NA
-15.29045511,1558,NA
-15.11726641,1557,NA
-15.00874491,1556,NA
-15.62872974,1555,NA
-15.61925994,1554,NA
-15.02886787,1553,NA
-14.9096959,1552,NA
-14.90279522,1551,NA
-14.81616507,1550,NA
-14.79156656,1549,NA
-14.89983409,1548,NA
-14.69646909,1547,NA
-14.38504528,1546,NA
-13.9412752,1545,NA
-13.6876969,1544,NA
-12.34805611,1543,NA
-11.99744056,1542,NA
-12.47665617,1541,NA
-15.78580633,1540,NA
-17.82811928,1539,NA
-16.04773623,1538,NA
-14.16214453,1537,NA
-14.32044828,1536,NA
-17.19254693,1535,NA
-16.57473172,1534,NA
-15.85600359,1533,NA
-15.22556212,1532,NA
-13.3027305,1531,NA
-13.78831758,1530,NA
-16.60446751,1529,NA
-19.12759097,1528,NA
-18.39394755,1527,NA
-16.1141937,1526,NA
-14.9521035,1525,NA
-16.61847087,1524,NA
-15.9496833,1523,NA
-15.41945755,1522,NA
-14.37827141,1521,NA
-13.18592613,1520,NA
-16.24194595,1519,NA
-15.21936248,1518,NA
-13.45773413,1517,NA
-14.49817885,1516,NA
-15.41435138,1515,NA
-17.71863043,1514,NA
-21.19674809,1513,NA
-18.62144331,1512,NA
-14.53332003,1511,NA
-12.98988701,1510,NA
-14.88984432,1509,NA
-14.07934136,1508,NA
-13.54645905,1507,NA
-11.93551126,1506,NA
-14.30819959,1505,NA
-13.95391793,1504,NA
-15.86509904,1503,NA
-14.81062108,1502,NA
-13.95977718,1501,NA
-14.37270789,1500,NA
-12.7012896,1499,NA
-13.34727164,1498,NA
-14.91181233,1497,NA
-14.96769426,1496,NA
-14.88024931,1495,NA
-14.60887677,1494,NA
-13.25617761,1493,NA
-15.84073678,1492,NA
-15.54980677,1491,NA
-15.37363759,1490,NA
-15.3805,1489,NA
-17.20266743,1488,NA
-19.87353523,1487,NA
-16.65170507,1486,NA
-15.60754129,1485,NA
-16.08862549,1484,NA
-17.76247952,1483,NA
-13.79051436,1482,NA
-13.36118007,1481,NA
-15.09445333,1480,NA
-14.76521063,1479,NA
-15.09753026,1478,NA
-14.65912872,1477,NA
-14.93884305,1476,NA
-14.11460366,1475,NA
-15.65544273,1474,NA
-18.25754866,1473,NA
-17.69481999,1472,NA
-15.62800122,1471,NA
-14.56894067,1470,NA
-14.72870018,1469,NA
-16.58087746,1468,NA
-15.66286133,1467,NA
-15.21501358,1466,NA
-14.788173,1465,NA
-15.39973091,1464,NA
-12.43616811,1463,NA
-15.35030324,1462,NA
-11.66972276,1461,NA
-12.46894732,1460,NA
-14.81643374,1459,NA
-18.56439829,1458,NA
-20.37485513,1457,NA
-19.15148171,1456,NA
-18.63099936,1455,NA
-16.17353699,1454,NA
-15.94917059,1453,NA
-12.61721116,1452,NA
-14.93334685,1451,NA
-21.84728602,1450,NA
-24.46963667,1449,NA
-17.98402862,1448,NA
-10.64063012,1447,NA
-10.68609439,1446,NA
-12.24441487,1445,NA
-13.79393931,1444,NA
-15.4296981,1443,NA
-16.26193885,1442,NA
-13.51311115,1441,NA
-15.07665733,1440,NA
-15.17391706,1439,NA
-14.85532298,1438,NA
-13.31281876,1437,NA
-14.3684316,1436,NA
-14.71375115,1435,NA
-16.35604891,1434,NA
-15.549,1433,NA
-12.2060411,1432,NA
-12.65235536,1431,NA
-14.98029165,1430,NA
-15.68115455,1429,NA
-14.09290544,1428,NA
-12.38602934,1427,NA
-14.81577407,1426,NA
-17.54431502,1425,NA
-19.13031193,1424,NA
-16.73276219,1423,NA
-14.28333514,1422,NA
-12.42308146,1421,NA
-11.93055765,1420,NA
-14.456798,1419,NA
-18.59562731,1418,NA
-18.40901018,1417,NA
-18.17833746,1416,NA
-14.7627837,1415,NA
-12.04819452,1414,NA
-14.88216967,1413,NA
-14.84574827,1412,NA
-15.70565549,1411,NA
-17.25608447,1410,NA
-15.38587829,1409,NA
-13.43754692,1408,NA
-13.82434864,1407,NA
-15.55334068,1406,NA
-16.90302298,1405,NA
-16.57594142,1404,NA
-15.58333827,1403,NA
-14.08064285,1402,NA
-14.04788888,1401,NA
-19.32228474,1400,NA
-20.85240713,1399,NA
-18.385,1398,NA
-16.53831068,1397,NA
-13.63034702,1396,NA
-13.26,1395,NA
-18.95072557,1394,NA
-20.05843935,1393,NA
-19.31568082,1392,NA
-15.70444553,1391,NA
-12.68248551,1390,NA
-14.004,1389,NA
-23.48687628,1388,NA
-21.94807691,1387,NA
-18.8779808,1386,NA
-14.36054364,1385,NA
-11.01459827,1384,NA
-14.83096366,1383,NA
-15.38543614,1382,NA
-15.58593603,1381,NA
-9.885618884,1380,NA
-11.72597091,1379,NA
-10.05158035,1378,NA
-14.42991761,1377,NA
-15.90769117,1376,NA
-20.2805,1375,NA
-21.951,1374,NA
-22.39469116,1373,NA
-19.83657859,1372,NA
-17.576,1371,NA
-17.40562167,1370,NA
-17.22458345,1369,NA
-18.45262758,1368,NA
-16.3429004,1367,NA
-12.55544257,1366,NA
-12.9827337,1365,NA
-12.77318734,1364,NA
-13.53760094,1363,NA
-16.12120549,1362,NA
-14.41383254,1361,NA
-13.12784171,1360,NA
-14.31481791,1359,NA
-13.18069601,1358,NA
-12.3349132,1357,NA
-15.47159485,1356,NA
-15.25991288,1355,NA
-14.10544203,1354,NA
-12.26442742,1353,NA
-13.29304215,1352,NA
-14.0192645,1351,NA
-13.22504025,1350,NA
-14.03680748,1349,NA
-13.88245711,1348,NA
-12.86551241,1347,NA
-14.80689959,1346,NA
-14.70021436,1345,NA
-13.02528155,1344,NA
-17.7105344,1343,NA
-15.90050484,1342,NA
-12.54841111,1341,NA
-12.54827096,1340,NA
-15.91090194,1339,NA
-19.92669171,1338,NA
-20.78581635,1337,NA
-19.91210671,1336,NA
-14.73352606,1335,NA
-15.427,1334,NA
-13.70567472,1333,NA
-15.011,1332,NA
-17.94649521,1331,NA
-19.76338841,1330,NA
-17.868,1329,NA
-18.37126757,1328,NA
-18.32593917,1327,NA
-18.80009687,1326,NA
-20.4829616,1325,NA
-19.43248026,1324,NA
-18.30888573,1323,NA
-14.27410522,1322,NA
-14.25882402,1321,NA
-15.33707599,1320,NA
-15.98631175,1319,NA
-16.03449306,1318,NA
-15.51092064,1317,NA
-15.089226,1316,NA
-13.98883086,1315,NA
-12.99761412,1314,NA
-12.45249133,1313,NA
-14.0703005,1312,NA
-15.22124055,1311,NA
-15.91709063,1310,NA
-15.68535872,1309,NA
-16.60993462,1308,NA
-14.50287816,1307,NA
-12.84225294,1306,NA
-12.11090822,1305,NA
-13.15623429,1304,NA
-15.28613753,1303,NA
-13.5050913,1302,NA
-12.58762265,1301,NA
-12.42003756,1300,NA
-12.15231139,1299,NA
-12.98436787,1298,NA
-15.06595594,1297,NA
-18.57028742,1296,NA
-18.97970525,1295,NA
-16.19375542,1294,NA
-12.72743601,1293,NA
-13.50264164,1292,NA
-18.65114568,1291,NA
-19.9677104,1290,NA
-18.57682047,1289,NA
-16.16714405,1288,NA
-14.15013853,1287,NA
-13.51077801,1286,NA
-12.68912249,1285,NA
-14.42595883,1284,NA
-16.98082157,1283,NA
-18.67660279,1282,NA
-19.40502711,1281,NA
-17.67941846,1280,NA
-18.49729498,1279,NA
-16.81128278,1278,NA
-14.8413865,1277,NA
-12.89569767,1276,NA
-12.33493595,1275,NA
-12.96453679,1274,NA
-14.90263456,1273,NA
-16.62998371,1272,NA
-19.42943604,1271,NA
-22.03553394,1270,NA
-18.45211957,1269,NA
-16.8893566,1268,NA
-17.18896021,1267,NA
-17.08831487,1266,NA
-13.66546911,1265,NA
-13.58940487,1264,NA
-15.27749128,1263,NA
-19.20877649,1262,NA
-15.3481652,1261,NA
-17.37871097,1260,NA
-13.16767922,1259,NA
-11.69317549,1258,NA
-11.84357363,1257,NA
-12.25225145,1256,NA
-15.40432064,1255,NA
-16.34281188,1254,NA
-13.88671909,1253,NA
-11.65143352,1252,NA
-10.78184092,1251,NA
-10.28997035,1250,NA
-12.89403296,1249,NA
-16.60711478,1248,NA
-16.04619641,1247,NA
-13.922015590000001,1246,NA
-12.36556195,1245,NA
-12.20254651,1244,NA
-10.99564042,1243,NA
-12.20254651,1242,NA
-13.50109203,1241,NA
-15.34152814,1240,NA
-14.02204463,1239,NA
-14.16205664,1238,NA
-13.38689936,1237,NA
-15.32276562,1236,NA
-15.58087909,1235,NA
-16.48581058,1234,NA
-18.2567191,1233,NA
-19.37189918,1232,NA
-19.02036377,1231,NA
-18.44311661,1230,NA
-14.90832718,1229,NA
-14.28659333,1228,NA
-10.44110971,1227,NA
-12.88627679,1226,NA
-12.65820161,1225,NA
-13.01834464,1224,NA
-13.68906724,1223,NA
-17.40692051,1222,NA
-18.10199937,1221,NA
-19.22311227,1220,NA
-20.35620174,1219,NA
-23.48757838,1218,NA
-20.63361637,1217,NA
-15.60734501,1216,NA
-14.51519591,1215,NA
-13.51519926,1214,NA
-14.75753216,1213,NA
-14.96486463,1212,NA
-16.83737437,1211,NA
-15.74905047,1210,NA
-14.37460968,1209,NA
-13.42512958,1208,NA
-13.25330863,1207,NA
-12.92776885,1206,NA
-14.41790167,1205,NA
-15.13583064,1204,NA
-14.73652782,1203,NA
-14.82106714,1202,NA
-12.33511345,1201,NA
-11.80144147,1200,NA
-12.07110449,1199,NA
-14.4011917,1198,NA
-18.04121662,1197,NA
-20.70258234,1196,NA
-21.88936656,1195,NA
-22.78476812,1194,NA
-20.39077628,1193,NA
-14.21438082,1192,NA
-13.77776295,1191,NA
-12.7300905,1190,NA
-10.33725949,1189,NA
-9.544285534,1188,NA
-10.29558633,1187,NA
-11.82761503,1186,NA
-16.13545269,1185,NA
-19.73738676,1184,NA
-19.37150499,1183,NA
-17.64649957,1182,NA
-15.59060232,1181,NA
-11.60742439,1180,NA
-9.704057012,1179,NA
-10.31140827,1178,NA
-14.34631445,1177,NA
-23.39114501,1176,NA
-23.53968326,1175,NA
-12.31496628,1174,NA
-11.21915205,1173,NA
-11.50165776,1172,NA
-16.76249363,1171,NA
-20.81466182,1170,NA
-21.18057652,1169,NA
-19.79043537,1168,NA
-19.57000945,1167,NA
-19.12392339,1166,NA
-17.12531267,1165,NA
-15.48062775,1164,NA
-14.65694183,1163,NA
-14.38178515,1162,NA
-14.85173129,1161,NA
-15.61104303,1160,NA
-16.04408407,1159,NA
-15.53672775,1158,NA
-13.5383914,1157,NA
-11.54220438,1156,NA
-11.95040089,1155,NA
-12.8308049,1154,NA
-12.45554809,1153,NA
-11.28982921,1152,NA
-10.35645543,1151,NA
-8.858916686,1150,NA
-11.75863476,1149,NA
-12.68640958,1148,NA
-13.03904196,1147,NA
-13.0397582,1146,NA
-12.57475697,1145,NA
-13.4373915,1144,NA
-11.58954792,1143,NA
-16.21764857,1142,NA
-15.66023982,1141,NA
-12.90120713,1140,NA
-9.575758679,1139,NA
-11.03001965,1138,NA
-11.91349764,1137,NA
-14.52481765,1136,NA
-17.1538782,1135,NA
-15.12210299,1134,NA
-12.79172829,1133,NA
-11.87865797,1132,NA
-11.25594104,1131,NA
-12.31372405,1130,NA
-15.75074572,1129,NA
