year (AD),depth (cm),d18O (permil)
1835.2,NA,32.39
1793,NA,31.67
1741.7,NA,31.92
1681.4,NA,31.47
1613.7,NA,31.68
1541.6,NA,32.48
1391.2,NA,32.29
1159.8,NA,33.04
1040.7,NA,32.97
845.7,NA,31.79
629,NA,31.84
412.3,NA,32.22
195.7,NA,32.25
-21,NA,32.33
-237.7,NA,33.28
-454.3,NA,32.19
-671,NA,32.91
-1104.3,NA,32.28
-1537.7,NA,33.24
-1711,NA,32.83
-1971,NA,33.32
-2187.7,NA,32.88
-2404.4,NA,32.94
-2621,NA,33.44
-2837.7,NA,32.95
-2989.4,NA,32.48
-3054.4,NA,33.33
-3206,NA,33.85
-3271,NA,32.96
-3487.7,NA,33.04
-3704.4,NA,32.81
-3921,NA,33.24
-4137.7,NA,33.28
-4571,NA,33.24
-5004.4,NA,33.51
-5221,NA,33.39
-5437.7,NA,33.72
-5654.4,NA,33.08
-5654.4,NA,33.41
-5871,NA,33.28
-6087.7,NA,32.82
-6304.4,NA,33.55
-6521,NA,33.78
-6737.7,NA,33.64
-6954.4,NA,33.38
-7171,NA,34.45
-7387.7,NA,33.97
-7604.4,NA,34.83
-7821.1,NA,33.97
-8033.2,NA,35.03
-8245.4,NA,35.39
-9029.9,NA,34.97
-9602.4,NA,34.49
-10174.8,NA,34.38
-10747.2,NA,34.6
-11319.6,NA,34.16
-11748.9,NA,34.48
-13178.6,NA,35.51
