year (AD),d18O (permil)
1997,NA
1996,NA
1995,-44.69
1994,-45.63
1993,-44.94
1992,-45.29
1991,-46.82
1990,-47.23
1989,-46.96
1988,-46.62
1987,-47.66
1986,-45.53
1985,-43.86
1984,-43.98
1983,-44.47
1982,-45.53
1981,-46.29
1980,-46.93
1979,-46.14
1978,-44.21
1977,-43.56
1976,-41.64
1975,-43.16
1974,-43.51
1973,-45.71
1972,-47.27
1971,-45.27
1970,-43.58
1969,-43.24
1968,-44.31
1967,-44.27
1966,-42.02
1965,-40.11
1964,-41.06
1963,-44.16
1962,-44.63
1961,-43.9
1960,-43.18
1959,-44.18
1958,-41.43
1957,-41.21
1956,-44.73
1955,-45.47
1954,-45.71
1953,-44.6
1952,-44.07
1951,-44.06
1950,-43.68
1949,-46.55
1948,-43.98
1947,-41.48
1946,-41.19
1945,-43.4
1944,-44.4
1943,-43.83
1942,-43.37
1941,-43.43
1940,-43.95
1939,-43.3
1938,-43.06
1937,-43.48
1936,-43.88
1935,-42.57
1934,-41.02
1933,-43.91
1932,-45.93
1931,-46.16
1930,-45.88
1929,-45.96
1928,-46.13
1927,-45.88
1926,-45
1925,-44.51
1924,-44.47
1923,-44.92
1922,-43.23
1921,-42.63
1920,-44.67
1919,-45.5
1918,-45.79
1917,-45.66
1916,-44.52
1915,-43.6
1914,-44.29
1913,-44.31
1912,-44.25
1911,-46.19
1910,-46.87
1909,-46.3
1908,-45.6
1907,-45.34
1906,-45.93
1905,-45.24
1904,-44.22
1903,-44.18
1902,-43.53
1901,-43.23
1900,-43.41
1899,-44.2
1898,-45.19
1897,-45.94
1896,-45.34
1895,-44.67
1894,-44.42
1893,-44.58
1892,-43.88
1891,-43.54
1890,-43.39
1889,-43.21
1888,-43.96
1887,-45.44
1886,-48.05
1885,-47.77
1884,-47.11
1883,-45.82
1882,-44.63
1881,-44.36
1880,-43.35
1879,-44.12
1878,-44.26
1877,-44.31
1876,-44.01
1875,-43.6
1874,-42.94
1873,-42.56
1872,-42.93
1871,-42.58
1870,NA
1869,-40.95
1868,-43.81
1867,-45.28
1866,-45.75
1865,-45.24
1864,-44.22
1863,-43.43
1862,-44.21
1861,-45.1
1860,-44.96
1859,-45.71
1858,-46.45
1857,-46.67
1856,-46.25
1855,-45.89
1854,-45.47
1853,-44.33
1852,-43.24
1851,-42.67
1850,-42.28
1849,-43.48
1848,-44.81
1847,-44.97
1846,-44.22
1845,-44.15
1844,-44.86
1843,-45.25
1842,-45.16
1841,-45.27
1840,-45.71
1839,-45.44
1838,-44.99
1837,-44.48
1836,-43.79
1835,-44.32
1834,-44.15
1833,-43.98
1832,-44.23
1831,-46.19
1830,-45.79
1829,-43.99
1828,-44.26
1827,-45.35
1826,-45.4
1825,-44.7
1824,-44.91
1823,-45.91
1822,-46.09
1821,-45.9
1820,-44.87
1819,-43.72
1818,-42.74
1817,-43.52
1816,-44.86
1815,-46.02
1814,-46.22
1813,-44.52
1812,-45.17
1811,-46.35
1810,-46.5
1809,-46.4
1808,-45.38
1807,-44.84
1806,-43.99
1805,-43.72
1804,-43.39
1803,-43.19
1802,-43.62
1801,-44.33
1800,-44.28
