year (AD),depth (cm),d18O (permil)
-4999.9,371.5,0.85
-5018.6,372.5,0.86
-5037.4,373.5,1.2
-5056.1,374.5,1
-5112.3,377.5,0.16
-5131,378.5,0.83
-5168.5,380.5,0.95
-5234,384,1.04
-5271.5,386,1.32
-5299.5,387.5,1.7
-5318.3,388.5,1.35
-5337,389.5,0.2
-5552.4,401,1.56
-5580.5,402.5,1.27
-5599.2,403.5,1.29
-5617.9,404.5,1.99
-5636.6,405.5,1.51
-5655.4,406.5,1.71
-5674.1,407.5,1.71
-5692.8,408.5,2.12
-5711.5,409.5,2.17
-5730.3,410.5,1.97
-5749,411.5,2.25
-5767.7,412.5,1.59
-5786.5,413.5,1.8
-5805.2,414.5,1.8
-5823.9,415.5,1.71
-5842.6,416.5,1.91
-5861.4,417.5,2.02
-5880.1,418.5,1.87
-5898.8,419.5,2.09
-5917.5,420.5,1.77
-5936.3,421.5,1.89
-5955,422.5,1.75
-5973.7,423.5,2.25
-5992.5,424.5,2.2
-6011.2,425.5,1.83
-6029.9,426.5,2.25
-6048.6,427.5,1.8
-6067.4,428.5,2.04
-6086.1,429.5,2.05
-6104.8,430.5,1.64
-6123.5,431.5,1.41
-6142.3,432.5,1.77
-6161,433.5,1.92
-6179.7,434.5,1.95
-6198.5,435.5,1.96
-6217.2,436.5,2.22
-6235.9,437.5,2.01
-6254.6,438.5,2.07
-6273.4,439.5,1.9
-6292.1,440.5,1.79
-6310.8,441.5,2.12
-6329.5,442.5,1.98
-6348.3,443.5,2.3
-6367,444.5,1.82
-6385.7,445.5,2.27
-6404.5,446.5,2.12
-6423.2,447.5,2.09
-6441.9,448.5,2.25
-6460.6,449.5,2.07
-6479.4,450.5,2.07
-6498.1,451.5,1.86
-6516.8,452.5,1.79
-6535.5,453.5,2.25
-6554.3,454.5,2.51
-6573,455.5,2.17
-6591.7,456.5,1.97
-6610.5,457.5,1.92
-6629.2,458.5,2.43
-6816.5,468.5,1.95
-6835.2,469.5,1.91
-6853.9,470.5,2.07
-6872.6,471.5,2.2
-6891.4,472.5,2.04
-6910.1,473.5,2.63
-6928.8,474.5,2.18
-6947.5,475.5,2.36
-6966.3,476.5,2.41
-6985,477.5,2.41
-7003.7,478.5,2.04
-7022.5,479.5,2.19
-7041.2,480.5,2.41
-7059.9,481.5,2.44
-7078.6,482.5,2.09
-7097.4,483.5,2.38
-7116.1,484.5,2.53
-7134.8,485.5,1.94
-7153.5,486.5,2.29
-7172.3,487.5,1.82
-7191,488.5,1.82
-7209.7,489.5,2.14
-7228.5,490.5,2.31
-7247.2,491.5,2.13
-7265.9,492.5,2.35
-7284.6,493.5,2.14
-7303.4,494.5,1.81
-7322.1,495.5,1.97
-7340.8,496.5,2.31
-7359.5,497.5,2.2
-7378.3,498.5,1.86
-7397,499.5,2.41
-7415.7,500.5,2.53
-7434.5,501.5,2
-7453.2,502.5,2.22
-7471.9,503.5,2.3
-7490.6,504.5,2.42
-7509.7,505.5,2.25
-7529.2,506.5,2.27
-7548.7,507.5,1.74
-7568.2,508.5,1.23
-7587.7,509.5,2.12
-7607.2,510.5,1.77
-7626.8,511.5,1.89
-7646.3,512.5,2.09
-7665.8,513.5,2.28
-7685.2,514.5,2.4
-7704.7,515.5,2.08
-7724.2,516.5,1.93
-7743.7,517.5,2.11
-7773,519,2.03
-7802.2,520.5,1.83
-7821.8,521.5,1.08
-7841.2,522.5,1.71
-7860.8,523.5,2.11
-7880.2,524.5,1.69
-7899.8,525.5,1.66
-7919.2,526.5,1.43
-7938.7,527.5,1.59
-7958.3,528.5,2.03
-7977.7,529.5,1.85
-7997.3,530.5,1.69
-8016.7,531.5,0.52
-8036.2,532.5,1.83
-8056,533.5,1.53
-8075,534.5,2.06
-8114,536.5,1.96
